country,date,movility_reduction,deaths,pop,pct,movility_in_t_minus_15
United Arab Emirates,2020-03-26,25.0,2,9446000,0.0,4.0
United Arab Emirates,2020-03-27,25.0,2,9446000,0.0,5.0
United Arab Emirates,2020-03-28,28.0,2,9446000,0.0,5.0
United Arab Emirates,2020-03-29,26.0,3,9446000,0.5,4.0
United Arab Emirates,2020-03-30,25.0,5,9446000,0.6666666666666667,5.0
United Arab Emirates,2020-03-31,25.0,6,9446000,0.19999999999999996,6.0
United Arab Emirates,2020-04-01,25.0,8,9446000,0.33333333333333326,7.0
United Arab Emirates,2020-04-02,28.0,8,9446000,0.0,9.0
United Arab Emirates,2020-04-03,22.0,9,9446000,0.125,11.0
United Arab Emirates,2020-04-04,21.0,10,9446000,0.11111111111111116,11.0
United Arab Emirates,2020-04-05,31.0,10,9446000,0.0,10.0
United Arab Emirates,2020-04-06,30.0,11,9446000,0.10000000000000009,13.0
United Arab Emirates,2020-04-07,30.0,12,9446000,0.09090909090909083,14.0
United Arab Emirates,2020-04-08,30.0,12,9446000,0.0,17.0
United Arab Emirates,2020-04-09,33.0,14,9446000,0.16666666666666674,21.0
United Arab Emirates,2020-04-10,23.0,16,9446000,0.1428571428571428,25.0
United Arab Emirates,2020-04-11,24.0,20,9446000,0.25,25.0
United Arab Emirates,2020-04-12,30.0,22,9446000,0.10000000000000009,28.0
United Arab Emirates,2020-04-13,30.0,25,9446000,0.13636363636363646,26.0
United Arab Emirates,2020-04-14,30.0,28,9446000,0.1200000000000001,25.0
United Arab Emirates,2020-04-15,31.0,33,9446000,0.1785714285714286,25.0
United Arab Emirates,2020-04-16,34.0,35,9446000,0.06060606060606055,25.0
United Arab Emirates,2020-04-17,23.0,37,9446000,0.05714285714285716,28.0
United Arab Emirates,2020-04-18,24.0,37,9446000,0.0,22.0
United Arab Emirates,2020-04-19,30.0,41,9446000,0.10810810810810811,21.0
United Arab Emirates,2020-04-20,30.0,43,9446000,0.04878048780487809,31.0
United Arab Emirates,2020-04-21,30.0,46,9446000,0.06976744186046502,30.0
United Arab Emirates,2020-04-22,30.0,52,9446000,0.13043478260869557,30.0
United Arab Emirates,2020-04-23,32.0,56,9446000,0.07692307692307687,30.0
United Arab Emirates,2020-04-24,24.0,64,9446000,0.1428571428571428,33.0
United Arab Emirates,2020-04-25,25.0,71,9446000,0.109375,23.0
United Arab Emirates,2020-04-26,30.0,76,9446000,0.07042253521126751,24.0
United Arab Emirates,2020-04-27,30.0,82,9446000,0.07894736842105265,30.0
United Arab Emirates,2020-04-28,28.0,89,9446000,0.08536585365853666,30.0
United Arab Emirates,2020-04-29,29.0,98,9446000,0.101123595505618,30.0
United Arab Emirates,2020-04-30,31.0,105,9446000,0.0714285714285714,31.0
United Arab Emirates,2020-05-01,22.0,111,9446000,0.05714285714285716,34.0
United Arab Emirates,2020-05-02,22.0,119,9446000,0.072072072072072,23.0
Afghanistan,2020-02-15,5.0,0,26023100,,
Afghanistan,2020-02-16,0.0,0,26023100,,
Afghanistan,2020-02-17,-1.0,0,26023100,,
Afghanistan,2020-02-18,-1.0,0,26023100,,
Afghanistan,2020-02-19,1.0,0,26023100,,
Afghanistan,2020-02-20,1.0,0,26023100,,
Afghanistan,2020-02-21,0.0,0,26023100,,
Afghanistan,2020-02-22,0.0,0,26023100,,
Afghanistan,2020-02-23,1.0,0,26023100,,
Afghanistan,2020-02-24,0.0,0,26023100,,
Afghanistan,2020-02-25,0.0,0,26023100,,
Afghanistan,2020-02-26,1.0,0,26023100,,
Afghanistan,2020-02-27,2.0,0,26023100,,
Afghanistan,2020-02-28,2.0,0,26023100,,
Afghanistan,2020-02-29,1.0,0,26023100,,
Afghanistan,2020-03-01,0.0,0,26023100,,5.0
Afghanistan,2020-03-02,-1.0,0,26023100,,0.0
Afghanistan,2020-03-03,0.0,0,26023100,,-1.0
Afghanistan,2020-03-04,1.0,0,26023100,,-1.0
Afghanistan,2020-03-05,1.0,0,26023100,,1.0
Afghanistan,2020-03-06,1.0,0,26023100,,1.0
Afghanistan,2020-03-07,1.0,0,26023100,,0.0
Afghanistan,2020-03-08,0.0,0,26023100,,0.0
Afghanistan,2020-03-09,6.0,0,26023100,,1.0
Afghanistan,2020-03-10,1.0,0,26023100,,0.0
Afghanistan,2020-03-11,1.0,0,26023100,,0.0
Afghanistan,2020-03-12,1.0,0,26023100,,1.0
Afghanistan,2020-03-13,0.0,0,26023100,,2.0
Afghanistan,2020-03-14,0.0,0,26023100,,2.0
Afghanistan,2020-03-15,0.0,0,26023100,,1.0
Afghanistan,2020-03-16,1.0,0,26023100,,0.0
Afghanistan,2020-03-17,0.0,0,26023100,,-1.0
Afghanistan,2020-03-18,1.0,0,26023100,,0.0
Afghanistan,2020-03-19,2.0,0,26023100,,1.0
Afghanistan,2020-03-20,1.0,0,26023100,,1.0
Afghanistan,2020-03-21,6.0,0,26023100,,1.0
Afghanistan,2020-03-22,1.0,1,26023100,inf,1.0
Afghanistan,2020-03-23,2.0,1,26023100,0.0,0.0
Afghanistan,2020-03-24,3.0,1,26023100,0.0,6.0
Afghanistan,2020-03-25,6.0,2,26023100,1.0,1.0
Afghanistan,2020-03-26,7.0,4,26023100,1.0,1.0
Afghanistan,2020-03-27,5.0,4,26023100,0.0,1.0
Afghanistan,2020-03-28,11.0,4,26023100,0.0,0.0
Afghanistan,2020-03-29,10.0,4,26023100,0.0,0.0
Afghanistan,2020-03-30,11.0,4,26023100,0.0,0.0
Afghanistan,2020-03-31,12.0,4,26023100,0.0,1.0
Afghanistan,2020-04-01,11.0,4,26023100,0.0,0.0
Afghanistan,2020-04-02,13.0,6,26023100,0.5,1.0
Afghanistan,2020-04-03,6.0,6,26023100,0.0,2.0
Afghanistan,2020-04-04,10.0,7,26023100,0.16666666666666674,1.0
Afghanistan,2020-04-05,12.0,7,26023100,0.0,6.0
Afghanistan,2020-04-06,11.0,11,26023100,0.5714285714285714,1.0
Afghanistan,2020-04-07,10.0,14,26023100,0.2727272727272727,2.0
Afghanistan,2020-04-08,14.0,14,26023100,0.0,3.0
Afghanistan,2020-04-09,17.0,15,26023100,0.0714285714285714,6.0
Afghanistan,2020-04-10,11.0,15,26023100,0.0,7.0
Afghanistan,2020-04-11,16.0,18,26023100,0.19999999999999996,5.0
Afghanistan,2020-04-12,15.0,18,26023100,0.0,11.0
Afghanistan,2020-04-13,14.0,21,26023100,0.16666666666666674,10.0
Afghanistan,2020-04-14,15.0,23,26023100,0.09523809523809534,11.0
Afghanistan,2020-04-15,14.0,25,26023100,0.08695652173913038,12.0
Afghanistan,2020-04-16,16.0,30,26023100,0.19999999999999996,11.0
Afghanistan,2020-04-17,11.0,30,26023100,0.0,13.0
Afghanistan,2020-04-18,14.0,30,26023100,0.0,6.0
Afghanistan,2020-04-19,13.0,33,26023100,0.10000000000000009,10.0
Afghanistan,2020-04-20,12.0,36,26023100,0.09090909090909083,12.0
Afghanistan,2020-04-21,11.0,36,26023100,0.0,11.0
Afghanistan,2020-04-22,11.0,40,26023100,0.11111111111111116,10.0
Afghanistan,2020-04-23,13.0,42,26023100,0.050000000000000044,14.0
Afghanistan,2020-04-24,14.0,43,26023100,0.023809523809523725,17.0
Afghanistan,2020-04-25,18.0,47,26023100,0.09302325581395343,11.0
Afghanistan,2020-04-26,17.0,50,26023100,0.06382978723404253,16.0
Afghanistan,2020-04-27,16.0,57,26023100,0.1399999999999999,15.0
Afghanistan,2020-04-28,13.0,58,26023100,0.01754385964912286,14.0
Afghanistan,2020-04-29,14.0,60,26023100,0.034482758620689724,15.0
Afghanistan,2020-04-30,17.0,64,26023100,0.06666666666666665,14.0
Afghanistan,2020-05-01,13.0,68,26023100,0.0625,16.0
Afghanistan,2020-05-02,16.0,72,26023100,0.05882352941176472,11.0
Antigua and Barbuda,2020-02-15,3.0,0,86295,,
Antigua and Barbuda,2020-02-16,,0,86295,,
Antigua and Barbuda,2020-02-17,3.0,0,86295,,
Antigua and Barbuda,2020-02-18,1.0,0,86295,,
Antigua and Barbuda,2020-02-19,1.0,0,86295,,
Antigua and Barbuda,2020-02-20,1.0,0,86295,,
Antigua and Barbuda,2020-02-21,3.0,0,86295,,
Antigua and Barbuda,2020-02-22,0.0,0,86295,,
Antigua and Barbuda,2020-02-23,,0,86295,,
Antigua and Barbuda,2020-02-24,1.0,0,86295,,
Antigua and Barbuda,2020-02-25,1.0,0,86295,,
Antigua and Barbuda,2020-02-26,2.0,0,86295,,
Antigua and Barbuda,2020-02-27,1.0,0,86295,,
Antigua and Barbuda,2020-02-28,0.0,0,86295,,
Antigua and Barbuda,2020-02-29,-1.0,0,86295,,
Antigua and Barbuda,2020-03-01,,0,86295,,3.0
Antigua and Barbuda,2020-03-02,0.0,0,86295,,
Antigua and Barbuda,2020-03-03,1.0,0,86295,,3.0
Antigua and Barbuda,2020-03-04,0.0,0,86295,,1.0
Antigua and Barbuda,2020-03-05,2.0,0,86295,,1.0
Antigua and Barbuda,2020-03-06,0.0,0,86295,,1.0
Antigua and Barbuda,2020-03-07,0.0,0,86295,,3.0
Antigua and Barbuda,2020-03-08,,0,86295,,0.0
Antigua and Barbuda,2020-03-09,1.0,0,86295,,
Antigua and Barbuda,2020-03-10,1.0,0,86295,,1.0
Antigua and Barbuda,2020-03-11,0.0,0,86295,,1.0
Antigua and Barbuda,2020-03-12,1.0,0,86295,,2.0
Antigua and Barbuda,2020-03-13,0.0,0,86295,,1.0
Antigua and Barbuda,2020-03-14,4.0,0,86295,,0.0
Antigua and Barbuda,2020-03-15,,0,86295,,-1.0
Antigua and Barbuda,2020-03-16,9.0,0,86295,,
Antigua and Barbuda,2020-03-17,11.0,0,86295,,0.0
Antigua and Barbuda,2020-03-18,10.0,0,86295,,1.0
Antigua and Barbuda,2020-03-19,12.0,0,86295,,0.0
Antigua and Barbuda,2020-03-20,13.0,0,86295,,2.0
Antigua and Barbuda,2020-03-21,,0,86295,,0.0
Antigua and Barbuda,2020-03-22,,0,86295,,0.0
Antigua and Barbuda,2020-03-23,14.0,0,86295,,
Antigua and Barbuda,2020-03-24,17.0,0,86295,,1.0
Antigua and Barbuda,2020-03-25,14.0,0,86295,,1.0
Antigua and Barbuda,2020-03-26,17.0,0,86295,,0.0
Antigua and Barbuda,2020-03-27,17.0,0,86295,,1.0
Antigua and Barbuda,2020-03-28,,0,86295,,0.0
Antigua and Barbuda,2020-03-29,,0,86295,,4.0
Antigua and Barbuda,2020-03-30,23.0,0,86295,,
Antigua and Barbuda,2020-03-31,22.0,0,86295,,9.0
Antigua and Barbuda,2020-04-01,16.0,0,86295,,11.0
Antigua and Barbuda,2020-04-02,,0,86295,,10.0
Antigua and Barbuda,2020-04-03,,0,86295,,12.0
Antigua and Barbuda,2020-04-04,,0,86295,,13.0
Antigua and Barbuda,2020-04-05,,0,86295,,
Antigua and Barbuda,2020-04-06,,0,86295,,
Antigua and Barbuda,2020-04-07,,1,86295,inf,14.0
Antigua and Barbuda,2020-04-08,,2,86295,1.0,17.0
Antigua and Barbuda,2020-04-09,,2,86295,0.0,14.0
Antigua and Barbuda,2020-04-10,,2,86295,0.0,17.0
Antigua and Barbuda,2020-04-11,,2,86295,0.0,17.0
Antigua and Barbuda,2020-04-12,,2,86295,0.0,
Antigua and Barbuda,2020-04-13,,2,86295,0.0,
Antigua and Barbuda,2020-04-14,,2,86295,0.0,23.0
Antigua and Barbuda,2020-04-15,,2,86295,0.0,22.0
Antigua and Barbuda,2020-04-16,,3,86295,0.5,16.0
Antigua and Barbuda,2020-04-17,,3,86295,0.0,
Antigua and Barbuda,2020-04-18,,3,86295,0.0,
Antigua and Barbuda,2020-04-19,,3,86295,0.0,
Antigua and Barbuda,2020-04-20,,3,86295,0.0,
Antigua and Barbuda,2020-04-21,,3,86295,0.0,
Antigua and Barbuda,2020-04-22,,3,86295,0.0,
Antigua and Barbuda,2020-04-23,,3,86295,0.0,
Antigua and Barbuda,2020-04-24,,3,86295,0.0,
Antigua and Barbuda,2020-04-25,,3,86295,0.0,
Antigua and Barbuda,2020-04-26,,3,86295,0.0,
Antigua and Barbuda,2020-04-27,31.0,3,86295,0.0,
Antigua and Barbuda,2020-04-28,27.0,3,86295,0.0,
Antigua and Barbuda,2020-04-29,29.0,3,86295,0.0,
Antigua and Barbuda,2020-04-30,29.0,3,86295,0.0,
Antigua and Barbuda,2020-05-01,29.0,3,86295,0.0,
Antigua and Barbuda,2020-05-02,,3,86295,0.0,
Angola,2020-02-15,1.0,0,24383301,,
Angola,2020-02-16,2.0,0,24383301,,
Angola,2020-02-17,0.0,0,24383301,,
Angola,2020-02-18,-1.0,0,24383301,,
Angola,2020-02-19,1.0,0,24383301,,
Angola,2020-02-20,-1.0,0,24383301,,
Angola,2020-02-21,0.0,0,24383301,,
Angola,2020-02-22,0.0,0,24383301,,
Angola,2020-02-23,1.0,0,24383301,,
Angola,2020-02-24,12.0,0,24383301,,
Angola,2020-02-25,13.0,0,24383301,,
Angola,2020-02-26,-1.0,0,24383301,,
Angola,2020-02-27,-1.0,0,24383301,,
Angola,2020-02-28,0.0,0,24383301,,
Angola,2020-02-29,0.0,0,24383301,,
Angola,2020-03-01,0.0,0,24383301,,1.0
Angola,2020-03-02,-1.0,0,24383301,,2.0
Angola,2020-03-03,-2.0,0,24383301,,0.0
Angola,2020-03-04,-1.0,0,24383301,,-1.0
Angola,2020-03-05,-2.0,0,24383301,,1.0
Angola,2020-03-06,-1.0,0,24383301,,-1.0
Angola,2020-03-07,-1.0,0,24383301,,0.0
Angola,2020-03-08,0.0,0,24383301,,0.0
Angola,2020-03-09,-1.0,0,24383301,,1.0
Angola,2020-03-10,-2.0,0,24383301,,12.0
Angola,2020-03-11,-1.0,0,24383301,,13.0
Angola,2020-03-12,-2.0,0,24383301,,-1.0
Angola,2020-03-13,-1.0,0,24383301,,-1.0
Angola,2020-03-14,1.0,0,24383301,,0.0
Angola,2020-03-15,2.0,0,24383301,,0.0
Angola,2020-03-16,-1.0,0,24383301,,0.0
Angola,2020-03-17,0.0,0,24383301,,-1.0
Angola,2020-03-18,0.0,0,24383301,,-2.0
Angola,2020-03-19,0.0,0,24383301,,-1.0
Angola,2020-03-20,2.0,0,24383301,,-2.0
Angola,2020-03-21,5.0,0,24383301,,-1.0
Angola,2020-03-22,13.0,0,24383301,,-1.0
Angola,2020-03-23,26.0,0,24383301,,0.0
Angola,2020-03-24,12.0,0,24383301,,-1.0
Angola,2020-03-25,15.0,0,24383301,,-2.0
Angola,2020-03-26,11.0,0,24383301,,-1.0
Angola,2020-03-27,26.0,0,24383301,,-2.0
Angola,2020-03-28,20.0,0,24383301,,-1.0
Angola,2020-03-29,22.0,2,24383301,inf,1.0
Angola,2020-03-30,30.0,2,24383301,0.0,2.0
Angola,2020-03-31,29.0,2,24383301,0.0,-1.0
Angola,2020-04-01,28.0,2,24383301,0.0,0.0
Angola,2020-04-02,28.0,2,24383301,0.0,0.0
Angola,2020-04-03,32.0,2,24383301,0.0,0.0
Angola,2020-04-04,24.0,2,24383301,0.0,2.0
Angola,2020-04-05,22.0,2,24383301,0.0,5.0
Angola,2020-04-06,28.0,2,24383301,0.0,13.0
Angola,2020-04-07,28.0,2,24383301,0.0,26.0
Angola,2020-04-08,28.0,2,24383301,0.0,12.0
Angola,2020-04-09,27.0,2,24383301,0.0,15.0
Angola,2020-04-10,36.0,2,24383301,0.0,11.0
Angola,2020-04-11,22.0,2,24383301,0.0,26.0
Angola,2020-04-12,21.0,2,24383301,0.0,20.0
Angola,2020-04-13,29.0,2,24383301,0.0,22.0
Angola,2020-04-14,27.0,2,24383301,0.0,30.0
Angola,2020-04-15,29.0,2,24383301,0.0,29.0
Angola,2020-04-16,25.0,2,24383301,0.0,28.0
Angola,2020-04-17,31.0,2,24383301,0.0,28.0
Angola,2020-04-18,23.0,2,24383301,0.0,32.0
Angola,2020-04-19,21.0,2,24383301,0.0,24.0
Angola,2020-04-20,28.0,2,24383301,0.0,22.0
Angola,2020-04-21,27.0,2,24383301,0.0,28.0
Angola,2020-04-22,28.0,2,24383301,0.0,28.0
Angola,2020-04-23,26.0,2,24383301,0.0,28.0
Angola,2020-04-24,29.0,2,24383301,0.0,27.0
Angola,2020-04-25,18.0,2,24383301,0.0,36.0
Angola,2020-04-26,19.0,2,24383301,0.0,22.0
Angola,2020-04-27,21.0,2,24383301,0.0,21.0
Angola,2020-04-28,17.0,2,24383301,0.0,29.0
Angola,2020-04-29,20.0,2,24383301,0.0,27.0
Angola,2020-04-30,18.0,2,24383301,0.0,29.0
Angola,2020-05-01,31.0,2,24383301,0.0,25.0
Angola,2020-05-02,16.0,2,24383301,0.0,31.0
Argentina,2020-02-15,0.0,0,42669500,,
Argentina,2020-02-16,2.0,0,42669500,,
Argentina,2020-02-17,1.0,0,42669500,,
Argentina,2020-02-18,-1.0,0,42669500,,
Argentina,2020-02-19,-2.0,0,42669500,,
Argentina,2020-02-20,-1.0,0,42669500,,
Argentina,2020-02-21,-1.0,0,42669500,,
Argentina,2020-02-22,0.0,0,42669500,,
Argentina,2020-02-23,0.0,0,42669500,,
Argentina,2020-02-24,6.0,0,42669500,,
Argentina,2020-02-25,7.0,0,42669500,,
Argentina,2020-02-26,-2.0,0,42669500,,
Argentina,2020-02-27,0.0,0,42669500,,
Argentina,2020-02-28,-1.0,0,42669500,,
Argentina,2020-02-29,1.0,0,42669500,,
Argentina,2020-03-01,2.0,0,42669500,,0.0
Argentina,2020-03-02,-1.0,0,42669500,,2.0
Argentina,2020-03-03,-1.0,0,42669500,,1.0
Argentina,2020-03-04,-2.0,0,42669500,,-1.0
Argentina,2020-03-05,-1.0,0,42669500,,-2.0
Argentina,2020-03-06,-2.0,0,42669500,,-1.0
Argentina,2020-03-07,1.0,0,42669500,,-1.0
Argentina,2020-03-08,2.0,1,42669500,inf,0.0
Argentina,2020-03-09,-1.0,1,42669500,0.0,0.0
Argentina,2020-03-10,-2.0,1,42669500,0.0,6.0
Argentina,2020-03-11,0.0,1,42669500,0.0,7.0
Argentina,2020-03-12,-1.0,1,42669500,0.0,-2.0
Argentina,2020-03-13,-1.0,2,42669500,1.0,0.0
Argentina,2020-03-14,7.0,2,42669500,0.0,-1.0
Argentina,2020-03-15,9.0,2,42669500,0.0,1.0
Argentina,2020-03-16,6.0,2,42669500,0.0,2.0
Argentina,2020-03-17,11.0,2,42669500,0.0,-1.0
Argentina,2020-03-18,12.0,2,42669500,0.0,-1.0
Argentina,2020-03-19,13.0,3,42669500,0.5,-2.0
Argentina,2020-03-20,29.0,3,42669500,0.0,-1.0
Argentina,2020-03-21,28.0,4,42669500,0.33333333333333326,-2.0
Argentina,2020-03-22,27.0,4,42669500,0.0,1.0
Argentina,2020-03-23,32.0,4,42669500,0.0,2.0
Argentina,2020-03-24,31.0,6,42669500,0.5,-1.0
Argentina,2020-03-25,28.0,8,42669500,0.33333333333333326,-2.0
Argentina,2020-03-26,30.0,9,42669500,0.125,0.0
Argentina,2020-03-27,32.0,13,42669500,0.4444444444444444,-1.0
Argentina,2020-03-28,29.0,18,42669500,0.3846153846153846,-1.0
Argentina,2020-03-29,27.0,19,42669500,0.05555555555555558,7.0
Argentina,2020-03-30,28.0,23,42669500,0.21052631578947367,9.0
Argentina,2020-03-31,30.0,27,42669500,0.17391304347826098,6.0
Argentina,2020-04-01,27.0,28,42669500,0.03703703703703698,11.0
Argentina,2020-04-02,29.0,36,42669500,0.2857142857142858,12.0
Argentina,2020-04-03,31.0,39,42669500,0.08333333333333326,13.0
Argentina,2020-04-04,27.0,43,42669500,0.10256410256410264,29.0
Argentina,2020-04-05,26.0,44,42669500,0.023255813953488413,28.0
Argentina,2020-04-06,26.0,48,42669500,0.09090909090909083,27.0
Argentina,2020-04-07,25.0,56,42669500,0.16666666666666674,32.0
Argentina,2020-04-08,24.0,63,42669500,0.125,31.0
Argentina,2020-04-09,27.0,72,42669500,0.1428571428571428,28.0
Argentina,2020-04-10,35.0,82,42669500,0.13888888888888884,30.0
Argentina,2020-04-11,27.0,83,42669500,0.012195121951219523,32.0
Argentina,2020-04-12,25.0,90,42669500,0.0843373493975903,29.0
Argentina,2020-04-13,25.0,97,42669500,0.07777777777777772,27.0
Argentina,2020-04-14,24.0,102,42669500,0.05154639175257736,28.0
Argentina,2020-04-15,24.0,111,42669500,0.08823529411764697,30.0
Argentina,2020-04-16,26.0,115,42669500,0.03603603603603611,27.0
Argentina,2020-04-17,28.0,123,42669500,0.06956521739130439,29.0
Argentina,2020-04-18,26.0,129,42669500,0.04878048780487809,31.0
Argentina,2020-04-19,25.0,132,42669500,0.023255813953488413,27.0
Argentina,2020-04-20,24.0,136,42669500,0.030303030303030276,26.0
Argentina,2020-04-21,23.0,147,42669500,0.0808823529411764,26.0
Argentina,2020-04-22,23.0,152,42669500,0.03401360544217691,25.0
Argentina,2020-04-23,24.0,165,42669500,0.08552631578947367,24.0
Argentina,2020-04-24,27.0,176,42669500,0.06666666666666665,27.0
Argentina,2020-04-25,26.0,185,42669500,0.051136363636363535,35.0
Argentina,2020-04-26,25.0,192,42669500,0.037837837837837895,27.0
Argentina,2020-04-27,24.0,197,42669500,0.02604166666666674,25.0
Argentina,2020-04-28,20.0,207,42669500,0.050761421319796884,25.0
Argentina,2020-04-29,21.0,214,42669500,0.033816425120772875,24.0
Argentina,2020-04-30,22.0,218,42669500,0.01869158878504673,24.0
Argentina,2020-05-01,33.0,225,42669500,0.032110091743119185,26.0
Argentina,2020-05-02,24.0,237,42669500,0.05333333333333323,28.0
Austria,2020-02-15,-2.0,0,8527230,,
Austria,2020-02-16,-2.0,0,8527230,,
Austria,2020-02-17,0.0,0,8527230,,
Austria,2020-02-18,0.0,0,8527230,,
Austria,2020-02-19,1.0,0,8527230,,
Austria,2020-02-20,0.0,0,8527230,,
Austria,2020-02-21,1.0,0,8527230,,
Austria,2020-02-22,-2.0,0,8527230,,
Austria,2020-02-23,0.0,0,8527230,,
Austria,2020-02-24,-1.0,0,8527230,,
Austria,2020-02-25,0.0,0,8527230,,
Austria,2020-02-26,1.0,0,8527230,,
Austria,2020-02-27,1.0,0,8527230,,
Austria,2020-02-28,1.0,0,8527230,,
Austria,2020-02-29,0.0,0,8527230,,
Austria,2020-03-01,0.0,0,8527230,,-2.0
Austria,2020-03-02,-1.0,0,8527230,,-2.0
Austria,2020-03-03,1.0,0,8527230,,0.0
Austria,2020-03-04,0.0,0,8527230,,0.0
Austria,2020-03-05,0.0,0,8527230,,1.0
Austria,2020-03-06,0.0,0,8527230,,0.0
Austria,2020-03-07,0.0,0,8527230,,1.0
Austria,2020-03-08,-2.0,0,8527230,,-2.0
Austria,2020-03-09,0.0,0,8527230,,0.0
Austria,2020-03-10,0.0,0,8527230,,-1.0
Austria,2020-03-11,1.0,0,8527230,,0.0
Austria,2020-03-12,2.0,1,8527230,inf,1.0
Austria,2020-03-13,5.0,1,8527230,0.0,1.0
Austria,2020-03-14,8.0,1,8527230,0.0,1.0
Austria,2020-03-15,8.0,1,8527230,0.0,0.0
Austria,2020-03-16,19.0,3,8527230,2.0,0.0
Austria,2020-03-17,24.0,3,8527230,0.0,-1.0
Austria,2020-03-18,24.0,4,8527230,0.33333333333333326,1.0
Austria,2020-03-19,25.0,6,8527230,0.5,0.0
Austria,2020-03-20,26.0,6,8527230,0.0,0.0
Austria,2020-03-21,20.0,8,8527230,0.33333333333333326,0.0
Austria,2020-03-22,15.0,16,8527230,1.0,0.0
Austria,2020-03-23,25.0,21,8527230,0.3125,-2.0
Austria,2020-03-24,26.0,28,8527230,0.33333333333333326,0.0
Austria,2020-03-25,27.0,30,8527230,0.0714285714285714,0.0
Austria,2020-03-26,27.0,49,8527230,0.6333333333333333,1.0
Austria,2020-03-27,27.0,58,8527230,0.18367346938775508,2.0
Austria,2020-03-28,17.0,68,8527230,0.17241379310344818,5.0
Austria,2020-03-29,14.0,86,8527230,0.2647058823529411,8.0
Austria,2020-03-30,25.0,108,8527230,0.2558139534883721,8.0
Austria,2020-03-31,25.0,128,8527230,0.18518518518518512,19.0
Austria,2020-04-01,24.0,146,8527230,0.140625,24.0
Austria,2020-04-02,25.0,158,8527230,0.08219178082191791,24.0
Austria,2020-04-03,26.0,168,8527230,0.06329113924050622,25.0
Austria,2020-04-04,17.0,186,8527230,0.1071428571428572,26.0
Austria,2020-04-05,12.0,204,8527230,0.09677419354838701,20.0
Austria,2020-04-06,22.0,220,8527230,0.07843137254901955,15.0
Austria,2020-04-07,22.0,243,8527230,0.1045454545454545,25.0
Austria,2020-04-08,22.0,273,8527230,0.1234567901234569,26.0
Austria,2020-04-09,22.0,295,8527230,0.08058608058608052,27.0
Austria,2020-04-10,24.0,319,8527230,0.08135593220338988,27.0
Austria,2020-04-11,15.0,337,8527230,0.056426332288401326,27.0
Austria,2020-04-12,11.0,350,8527230,0.03857566765578646,17.0
Austria,2020-04-13,31.0,368,8527230,0.05142857142857138,14.0
Austria,2020-04-14,21.0,384,8527230,0.04347826086956519,25.0
Austria,2020-04-15,20.0,393,8527230,0.0234375,25.0
Austria,2020-04-16,20.0,410,8527230,0.04325699745547085,24.0
Austria,2020-04-17,20.0,431,8527230,0.051219512195122,25.0
Austria,2020-04-18,13.0,443,8527230,0.0278422273781902,26.0
Austria,2020-04-19,12.0,452,8527230,0.020316027088036037,17.0
